Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Approved,Public visible,Closed,Beds_data_suspect
25552.0,Asha Care Medical Consultants Clinic,Asha Care Medical Consultants Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0.0,0,0,machakos,Matungulu,Matungulu,Matungulu West,Operational,False,True,True,False,True,True,False,False
25661.0,Heroes,Heroes Cottage Hospital,pr/2015/218415,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,24.0,4,28,migori,Kuria West,Kuria West,Bukira East,Operational,True,True,True,True,True,True,False,False
25548.0,OINOBMOI MEDICAL CLINIC,OINOBMOI MEDICAL CLINIC,13527,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,baringo,Baringo Central,Baringo Central,Kabarnet,Operational,True,False,False,False,True,True,False,False
,Progress Medical Centre,Progress Medical Services,007136,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,kirinyaga,Ndia,Kirinyaga West,Kiine,Operational,False,True,True,True,True,True,False,False
25564.0,Munoru Dispensary,Munoru Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyandarua,Kipipiri,Kipipiri,Githioro,Operational,False,False,False,False,True,True,False,False
25553.0,Smartcare Medical Centre,Smartcare Medical Centre,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0.0,0,0,machakos,Matungulu,Matungulu,Matungulu West,Operational,False,True,False,False,True,True,False,False
25541.0,Deo Gratios dispensary,Deo Gratios dispensary,0,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,embu,Runyenjes,Runyenjes,Kagaari North,Operational,False,False,False,False,True,True,False,False
25542.0,God`s will medical clinc,God`s will medical clinc,3759975,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,embu,Runyenjes,Runyenjes,Kagaari North,Operational,False,False,False,False,True,True,False,False
,Labura Medical Clinic,Labura Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,nyeri,Kieni,Kieni West,Mwiyogo/Endarasha,Operational,False,False,False,False,True,True,False,False
25535.0,Dawder Dispensary,Dawder Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,15.0,0,15,mandera,Mandera South,Mandera South,Elwak South,Operational,True,True,True,True,True,True,False,False
,Ikumari medical clinic,Ikumari medical clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,nyeri,Kieni,Kieni West,Mweiga,Operational,False,False,False,False,True,True,False,False
25663.0,Sidia medical centre,Sidia medical centre,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,nyeri,Kieni,Kieni West,Mwiyogo/Endarasha,Operational,False,False,False,False,True,True,False,False
25667.0,Belwop Mark Aderson health centre,Belwop Mark Aderson health centre,,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,,0.0,0,0,nyeri,Kieni,Kieni West,Mwiyogo/Endarasha,Operational,False,False,False,False,True,True,False,False
25587.0,Boi dispensary,Boi dispensary,,Level 3,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nandi,Aldai,Aldai,Kobujoi,Operational,False,False,False,False,True,True,False,False
,Kairi Medical Clinic-Kieni East,Kairi Medical Clinic-Kieni East,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,nyeri,Kieni,Kieni East,Kabaru,Operational,False,False,True,False,True,True,False,False
,Metrick Medical Clinic,Metrick Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,nyeri,Kieni,Kieni East,Naromoru/Kiamathaga,Operational,False,False,True,False,True,True,False,False
,Chaka Medial Clinic-Kieni east,Chaka Medial Clinic-Kieni East,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,nyeri,Kieni,Kieni East,Thegu River,Operational,False,False,True,False,True,True,False,False
,Daima Medical Clinic-Kieni east,Daima Medical Clinic-Kieni East,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,nyeri,Kieni,Kieni East,Gakawa,Operational,False,False,False,False,True,True,False,False
,Tambuzi Medical Clinic,Tambuzi Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,nyeri,Kieni,Kieni East,Kabaru,Operational,False,False,False,False,True,True,False,False
,Shalom Community,Shalom Community Nursing,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,nyeri,Nyeri South,Nyeri South,Iria-ini,Operational,False,False,False,True,True,True,False,False
25538.0,Mavid Medical Centre Mundika,Mavid Medical Centre Mundika,BN-EZC25QY,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0.0,0,0,busia,Matayos,Matayos,Bukhayo West,Operational,False,False,False,False,True,True,False,False
,Medi-Touch Clinic,Medi-Touch Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,,11.0,6,17,wajir,Wajir East,Wajir East,Khorof/Harar,Operational,False,False,False,False,True,True,False,False
,Afya bora health care,Afya bora health care,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,nyeri,Mukurweini,Mukurweini,Mukurwe-ini Central,Operational,False,False,False,False,True,True,False,False
,Mwaka Community Nursing Services,Mwaka Community Nursing Services,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,nyeri,Tetu,Tetu,Aguthi-gaaki,Operational,False,False,True,False,True,True,False,False
,Elshadai Community Nursing Services,Elshadai Community Nursing Services,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,nyeri,Tetu,Tetu,Dedan Kimathi,Operational,False,False,True,False,True,True,False,False
,Joy Community Nursing Services,Joy Community Nursing Services,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,nyeri,Tetu,Tetu,Aguthi-gaaki,Operational,False,False,False,False,True,True,False,False
25611.0,Ndimaini medical clinic,Ndimaini medical clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,nyeri,Mathira,Mathira East,Konyu,Operational,False,True,True,False,True,True,False,False
,Gitimaini dispensary,Gitimaini dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0.0,0,0,nyeri,Mathira,Mathira East,Magutu,Operational,False,False,False,False,True,True,False,False
,Tudor  Health Care,Tudor  Health Care- Mtwapa,3235,Level 3,Medical Clinic,,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,kilifi,Kilifi South,Kilifi South,Shimo La Tewa,Operational,False,False,False,False,True,True,False,False
25544.0,Sukelaquli Dispensary,Sukelaquli Dispensary,185353,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),2.0,0,2,mandera,Mandera West,Mandera West,Takaba South,Operational,False,False,False,False,True,True,False,False
25530.0,Neuro Medical Clinic,Neuro Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,kericho,Ainamoi,Ainamoi,Kipchebor,Operational,False,True,True,False,True,True,False,False
25593.0,Bingwa Afya Clinic(Naivasha),Bingwa Afya Clinic(Naivasha),39027,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0.0,0,0,nakuru,Naivasha,Naivasha,Mai Mahiu,Operational,False,True,True,False,True,True,False,False
25555.0,Safina Medical Clinic,Safina Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,kajiado,Kajiado South,Loitokitok,Rombo,Operational,False,False,False,False,True,True,False,False
25551.0,Two Feet,Two Feet Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0.0,0,0,kiambu,Kabete,Kabete,Kabete,Operational,False,False,False,False,True,True,False,False
25557.0,Muthure Wellness Health Services,Muthure Wellness Health Services,,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,kiambu,Kabete,Kabete,Gitaru,Operational,False,True,False,True,True,True,False,False
25558.0,Ram Medical Clinic,Ram Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0.0,0,0,turkana,Turkana Central,Turkana Central,Lodwar Township,Operational,False,True,True,True,True,True,False,False
25521.0,Getembe Annex Frankstone Hospital,Getembe Annex Frankstone Hospital,002770,Level 3,Primary Care Hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,29.0,7,36,kisii,Nyaribari Chache,Nyaribari Chache,Kisii Central,Operational,True,True,True,True,True,True,False,False
25524.0,B .M. C,Brexit Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,kirinyaga,Mwea,Kirinyaga North/Mwea West,Wamumu,Operational,False,False,False,False,True,True,False,False
25561.0,Rodaland Medical Centre,Rodaland Medical Centre,017196,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,machakos,Matungulu,Matungulu,Matungulu West,Operational,False,True,True,False,True,True,False,False
25574.0,"The Nairobi Hospital, Outpatient Centre Galleria","The Nairobi Hospital, Outpatient Centre Galleria",014646,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,0.0,0,0,nairobi,Langata,Langata,Karen,Operational,False,True,True,True,True,True,False,False
25583.0,Penda Medical Center Kangemi,Penda Medical Center Kangemi,017020,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0.0,0,0,nairobi,Westlands,Westlands,Kangemi,Operational,False,True,True,False,True,True,False,False
25510.0,Royal Victoria Hospital,Royal Victoria Hospital,,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Clinical Officer,Private Practice,,10.0,1,11,siaya,Gem,Gem,Yala Township,Operational,True,True,True,True,True,True,False,False
25520.0,Medscope Dental Care Clinic,Medscope Dental Care Clinic,,Level 2,Dental Clinic,STAND ALONE,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0.0,0,0,kirinyaga,Mwea,Kirinyaga North/Mwea West,Mutithi,Operational,False,False,False,False,True,True,False,False
25526.0,Noka Medi Care,Noka Medi Care,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0.0,0,0,kirinyaga,Gichugu,Kirinyaga East,Ngariama,Operational,False,False,False,False,True,True,False,False
25517.0,Domiline Medical Clinic,Domiline Medical Clinic,015402,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,10.0,0,10,kisii,South Mugirango,South Mugirango,Moticho,Operational,True,True,True,True,True,True,False,False
25529.0,Kerugoya Fortis Kianyaga MC,Kerugoya Fortis Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0.0,0,0,kirinyaga,Gichugu,Kirinyaga East,Baragwi,Operational,False,False,False,False,True,True,False,False
25505.0,Sheywe Community Hospital Limited,Sheywe Community Hospital Limited,017097,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,65.0,0,65,kakamega,Shinyalu,Shinyalu,Isukha South,Operational,True,True,True,True,True,True,False,False
25576.0,Mediant Diagnostics Medical Clinic,Mediant Diagnostics Medical Clinic,017006,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,1.0,0,1,nairobi,Roysambu,Roysambu,Roysambu,Operational,False,True,True,True,True,True,False,False
25516.0,St Paul Community Medical Centre,St Paul Community Medical Centre,,Level 3,Nursing Homes,NURSING HOME,Private Practice - General Practitioner,Private Practice,Kenya MPDB,15.0,2,17,machakos,Mavoko,Athi River,Syokimau/Mulolongo,Operational,True,True,True,True,True,True,False,False
25575.0,LVCT Korogocho,LVCT Korogocho,,Level 2,Vct,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Ministry of Health,0.0,0,0,nairobi,Ruaraka,Ruaraka,Korogocho,Operational,False,False,True,False,True,True,False,False
25508.0,Nyapeta Dispensary,Nyapeta Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,3.0,0,3,kakamega,Mumias West,Mumias West,Etenje,Operational,False,False,False,False,True,True,False,False
25573.0,Times Medical Health Care,Times Medical Health Care,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,kiambu,Ruiru,Ruiru,Kahawa Wendani,Operational,False,True,True,False,True,True,False,False
25507.0,Musanda Dispensary,Musanda Dispensary,5737,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Clinical Officers Council,3.0,0,3,kakamega,Mumias West,Mumias West,Musanda,Operational,False,False,False,False,True,True,False,False
25546.0,Hope Heal Medical Center,Hope Heal Medical Center,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,kiambu,Ruiru,Ruiru,Mwihoko,Operational,False,True,True,False,True,True,False,False
25572.0,Warazo Medical Clinic Mwihoko,Warazo Medical Clinic Mwihoko,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,kiambu,Ruiru,Ruiru,Mwihoko,Operational,True,True,True,True,True,True,False,False
25509.0,Kisiru  Dispensary,Kisiru Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1.0,0,1,vihiga,Vihiga,Vihiga,Lugaga-wamuluma,Operational,False,False,False,False,True,True,False,False
25498.0,Ichinga Dispensary,Ichinga Dispensary,118184,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3.0,0,3,kakamega,Mumias West,Mumias West,Mumias North,Operational,False,False,False,False,True,True,False,False
25533.0,Vicor Lelu Health Care Clinic,Vicor Lelu Health Care Clinic,20119,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,2.0,0,2,kericho,Kipkelion West,Kipkelion West,Kamasian,Operational,True,True,True,True,True,True,False,False
25519.0,Apilo Dispensary,Apilo Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Other,2.0,0,2,migori,Nyatike,Nyatike,Got Kachola,Operational,False,False,False,False,True,True,False,False
25496.0,WAYAM NURSING HOME,WAYAM NURSING HOME,,Level 2,Nursing And Maternity Home,NURSING HOME,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),12.0,2,14,mandera,Banissa,Banissa,Banissa,Operational,True,True,True,True,True,True,False,False
25506.0,Emung'abo Dispensary,Emung'abo Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1.0,1,2,kakamega,Khwisero,Khwisero,Kisa Central,Operational,False,False,False,False,True,True,False,False
25539.0,Africa Inuka Hospital,Africa Inuka Hospital,16927,Level 4,Secondary Care Hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,60.0,5,65,kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,True,True,True,True,True,True,False,False
25571.0,The Nairobi West Hospital Utawala,The Nairobi West Hospital Utawala,65234,Level 3,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,4.0,1,5,nairobi,Embakasi East,Embakasi East,Utawala,Operational,True,True,True,True,True,True,False,False
25497.0,Lamu Centre of Preventantive Health,Lamu Centre of Preventantive Health,A05949,Level 2,Laboratory,STAND ALONE,Private Practice Lab Technician/Technologist,Private Practice,"Kenya Medical Laboratory, Tech & Technologists Board",2.0,0,2,lamu,Lamu West,Lamu West,Mkomani,Operational,False,False,False,False,True,True,False,False
25589.0,Campel Medical Centre,Campel Medical Centre,017113,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,20.0,0,20,embu,Mbeere South,Mbeere South,Mwea,Operational,True,True,True,True,True,True,False,False
25568.0,Helpers Health Services,Helpers Health Services,001752,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,2.0,0,2,nairobi,Roysambu,Roysambu,Githurai,Operational,False,False,True,False,True,True,False,False
25560.0,Bomet University Clinic,Bomet University Clinic,789456,Level 2,Medical Clinic,MEDICAL CLINIC,Public Institution - Academic,Ministry of Health,Kenya MPDB,0.0,0,0,bomet,Chepalungu,Chepalungu,Nyangores,Operational,True,True,True,True,True,True,False,False
