Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Approved,Public visible,Closed,Beds_data_suspect
24553.0,Blessed to Bless Medical Clinic,Blessed to Bless Medical Clinic,003876,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,3.0,0,3,nairobi,Embakasi East,Embakasi East,Lower Savannah,Operational,False,True,True,False,True,True,False,False
24552.0,Hope worldwide kenya kiambiu site,Hope worldwide kenya kiambiu site,,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,,0.0,0,0,nairobi,Kamukunji,Kamukunji,Eastleigh South,Operational,False,False,False,False,True,True,False,False
24558.0,Chepyagoris Dispensary,Chepyagoris Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nandi,Mosop,Mosop,Sangalo/Kebulonik,Operational,False,False,False,False,True,True,False,False
24588.0,Kamamut Dispensary,Kapngetuny Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Clinical Officers Council,0.0,0,0,nandi,Mosop,Mosop,Kurgung/Surungai,Operational,False,False,False,False,True,True,False,False
24559.0,Kapnyarwat Dispensary,Kapnyarwat Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nandi,Mosop,Mosop,Kurgung/Surungai,Operational,False,False,False,False,True,True,False,False
24550.0,Samitui Dispensary,Samitui Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nandi,Aldai,Aldai,Kobujoi,Operational,False,True,True,False,True,True,False,False
21526.0,Mlungunipa Dispensary,Mlungunipa Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kwale,Msambweni,Msambweni,Gambato Bongwe,Operational,False,False,False,False,True,True,False,False
24633.0,Elisheva Medical Clinic,Elisheva Medical Clinic,103268,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,nakuru,Gilgil,Gilgil,Elementaita,Operational,False,False,True,False,True,True,False,False
24548.0,Maryhill Medical Centre,Maryhill Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,nyandarua,Oljorook,Oljoroorok,Weru,Operational,False,False,False,False,True,True,False,False
24576.0,Community Aphalink Medical Centre,Community AlphaLink Medical Centre,2298,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,homa bay,Kasipul,Rachuonyo South,South Kasipul,Operational,False,False,False,False,True,True,False,False
24617.0,Focus Clinical and Diagnostic Centre-Soko Branch,Focus Clinical and Diagnostic Centre-Soko Branch,a4090,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Ministry of Health,0.0,0,0,kirinyaga,Kirinyaga Central,Kirinyaga Central,Kerugoya,Operational,False,True,True,False,True,True,False,False
24547.0,Maiyan medical centre ltd,Maiyan medical centre ltd,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,,12.0,7,19,kajiado,Kajiado East,Kajiado East,Kitengela,Operational,True,True,True,True,True,True,False,False
24564.0,Mwembeni Medical Centre,Mwembeni Medical Centre,PVT-AAAFZV,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Pharmacy & Poisons Board,0.0,0,0,kilifi,Rabai,Rabai,Mwawesa,Operational,False,False,True,False,True,True,False,False
24543.0,Houghton Medical Centre Next Gen South c,Houghton Medical Centre (Next Gen South C),015423,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0.0,0,0,nairobi,Langata,Langata,South C,Operational,False,True,True,False,True,True,False,False
24542.0,AAR Healthcare (K) Limited South C,AAR Healthcare (K) Limited,A9673,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,Pharmacy & Poisons Board,0.0,0,0,nairobi,Langata,Langata,South C,Operational,False,True,True,False,True,True,False,False
24541.0,Oasis Health Sirare Medical Centre,Oasis Health Sirare Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,,1.0,0,1,migori,Kuria West,Kuria West,Isibania,Operational,False,False,False,False,True,True,False,False
24540.0,Alphabliss Healthcare Clinic(Naivasha),Alphabliss Healthcare Clinic(Naivasha),37435,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0.0,0,0,nakuru,Naivasha,Naivasha,Maeilla,Operational,False,True,True,False,True,True,False,False
24545.0,Imani Medical Clinic (Limuru),Imani Medical Clinic (Limuru),6221,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0.0,0,0,kiambu,Limuru,Limuru,Limuru Central,Operational,False,False,False,False,True,True,False,False
24539.0,AFYA kabel MEDIGAL cLINIC,Afya Kabel Medical Clinic,589,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Pharmacy & Poisons Board,2.0,0,2,baringo,Baringo South,Marigat,Mochongoi,Operational,True,True,True,True,True,True,False,False
24546.0,Odyssey Opticians ltd,Odyssey Opticians ltd,015926,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,kajiado,Kajiado East,Kajiado East,Oloosirkon/Sholinke,Operational,False,False,False,False,True,True,False,False
24538.0,Dagahley medical clinic,Dagahley medical clinic,015536,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Pharmacy & Poisons Board,12.0,4,16,garissa,Daadab,Dadaab,Labisgale,Operational,True,True,True,True,True,True,False,False
24537.0,St Jamed Opticals Health Services,St James Opticals Health Services,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,,0.0,0,0,homa bay,Homa Bay Town,Homa Bay Town,Homa Bay Central,Operational,False,False,True,False,True,True,False,False
24582.0,Jamixy Medical Clinic,Jamixy Medical Clinic,015581,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,6.0,0,6,nyamira,Kitutu Masaba,Manga,Kamera,Operational,True,True,True,True,True,True,False,False
24536.0,Little Rock Childrens Clinic,Little Rock Childrens Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,4.0,2,6,nairobi,Embakasi East,Embakasi East,Embakasi,Operational,False,True,True,True,True,True,False,False
24535.0,Dalma Mukuru Medical Clinic,Dalma Mukuru Medical Clinic,2585,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,3.0,0,3,nairobi,Embakasi South,Embakasi South,Kwa Njenga,Operational,False,True,True,True,True,True,False,False
24534.0,ZIDKIJAH Medical Center,ZIDKIJAH Medical Center,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,2.0,1,3,migori,Rongo,Rongo,Central Kamagambo,Operational,False,False,False,False,True,True,False,False
24533.0,Kongoni Medical Center(Naivasha),Kongoni Medical Centre (Naivasha),015850,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0.0,0,0,nakuru,Naivasha,Naivasha,Olkaria,Operational,False,True,True,False,True,True,False,False
24532.0,Mission Of Hope International Medical Clinic,Mission Of Hope International Medical Clinic,002109,Level 2,Medical Clinic,MEDICAL CLINIC,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0.0,0,0,nairobi,Starehe,Starehe,Pangani,Operational,False,False,False,False,True,True,False,False
24531.0,MAMA GUTHA MEDICAL CLINIC,MAMA GUTHA MEDICAL CLINIC,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,,15.0,6,21,wajir,Wajir East,Wajir East,Township,Operational,True,True,True,True,True,True,False,False
24529.0,Zawena Treatment Centre,Zawena Treatment Centre,015249,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,40.0,0,40,kiambu,Kiambaa,Kiambaa,Cianda,Operational,True,True,True,True,True,True,False,False
24528.0,Aga Khan University Hospital Clinic (Akai Plaza),Aga Khan University Hospital Clinic (Akai Plaza),,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0.0,0,0,nairobi,Roysambu,Roysambu,Roysambu,Operational,False,True,True,True,True,True,False,False
24527.0,Kahawa West Family Medical Centre,Kahawa West Family Medical Centre,,Level 3,Nursing Homes,NURSING HOME,Private Practice - General Practitioner,Private Practice,,2.0,0,2,nairobi,Roysambu,Roysambu,Zimmerman,Operational,False,True,True,True,True,True,False,False
24526.0,Equator Medical And Nutrition Centre,Equator Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,nairobi,Roysambu,Roysambu,Roysambu,Operational,False,True,True,False,True,True,False,False
24586.0,Bacioina Na Baciethe,Bacioina Na Baciethe,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,meru,Tigania East,Tigania East,Muthara,Operational,False,False,False,False,True,True,False,False
24525.0,Emmanuel Medical and Eye Clinic,Emmanuel Medical and Eye Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,machakos,Matungulu,Matungulu,Tala,Operational,False,True,True,False,True,True,False,False
24524.0,Koki Medical Clinic,Koki Medical Clinic,004187,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,nairobi,Embakasi Central,Embakasi Central,Kayole Central,Operational,False,True,True,True,True,True,False,False
24523.0,Chasmile Medical Clinic,Chasmile Medical Clinic,05061,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,nairobi,Embakasi Central,Embakasi Central,Kayole Central,Operational,False,True,True,False,True,True,False,False
24522.0,Utabibu Medical Clinic,Utabibu Medical Clinic,002295,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,nairobi,Embakasi West,Embakasi West,Kariobangi South,Operational,False,False,True,False,True,True,False,False
24516.0,Kayole Outpatient Clinics,Kayole Outpatient Clinics,8781,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,nairobi,Embakasi Central,Embakasi Central,Kayole South,Operational,False,True,True,True,True,True,False,False
24515.0,Oldonyorok Dispensary,Oldonyorok Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,narok,Kilgoris,Transmara West,Angata Barikoi,Operational,False,False,False,False,True,True,False,False
24517.0,Raycos Health Centre,Raycos Health Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,mombasa,Nyali,Nyali,Kadzandani,Operational,False,False,False,False,True,True,False,False
24514.0,Ronro Eye Care Centre,Ronro Eye Care Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,kiambu,Thika Town,Thika Town,Township,Operational,False,False,True,False,True,True,False,False
24518.0,Roston Medical Clinic,Roston Medical Clinic,2685,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,kericho,Bureti,Bureti,Litein,Operational,False,False,False,True,True,True,False,False
24513.0,Satewa Dispensary,Satewa Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nakuru,Molo,Molo,Elburgon,Operational,False,False,False,False,True,True,False,False
24512.0,Euphrates Medical Clinic,Euphrates Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,kiambu,Thika Town,Thika Town,Kamenu,Operational,False,False,True,False,True,True,False,False
24509.0,UNIMAX MEDICAL CLINIC,UNIMAX MEDICAL CLINIC,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,kiambu,Githunguri,Githunguri,Ikinu,Operational,False,True,True,False,True,True,False,False
24508.0,GLEMAX MEDICAL CLINIC,GLEMAX MEDICAL CLINIC,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0.0,0,0,kiambu,Githunguri,Githunguri,Githunguri,Operational,False,True,True,False,True,True,False,False
24507.0,Tumaini Medical Clinic Tsangatsini,Tumaini Medical Clinic Tsangatsini,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,3.0,0,3,kilifi,Kaloleni,Kaloleni,Kayafungo,Operational,True,True,True,True,True,True,False,False
24506.0,Montery Medical Centre,Montery  Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,,11.0,0,11,kakamega,Butere,Butere,Marama West,Operational,True,True,True,True,True,True,False,False
24505.0,Al-safa Health Care Clinic,Al-safa Health Care Clinic,4241,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,3.0,0,3,garissa,Garissa Township,Garissa,Waberi,Operational,False,False,False,False,True,True,False,False
24503.0,The Marions Health Care,The Marions Health Care,005599,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,4.0,0,4,nairobi,Embakasi South,Embakasi South,Pipeline,Operational,False,True,True,True,True,True,False,False
24519.0,Translab Medical Clinic,Translab Medical Clinic,3288,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice- Pharmacist,Private Practice,Pharmacy & Poisons Board,0.0,0,0,nairobi,Embakasi West,Embakasi West,Umoja I,Operational,False,True,True,True,True,True,False,False
24520.0,Silent Hill Medical,Silent Hill Medical Clinic,015184,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,nairobi,Embakasi West,Embakasi West,Mowlem,Operational,True,True,True,True,True,True,False,False
24501.0,Nephrology And Hypertension Associates LTD,Nephrology And Hypertension Associates LTD,A9229,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,6.0,0,6,kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,False,False,True,False,True,True,False,False
24495.0,AL-Aqsaa Maternity Hospital,AL-Aqsaa Maternity Hospiltal,,Level 3,Nursing And Maternity Home,NURSING HOME,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,mombasa,Mvita,Mvita,Majengo,Operational,True,True,True,True,True,True,False,True
24496.0,Kimwanga,Kimwanga Medical Clinic,4/1/6/08,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,bungoma,Bumula,Bumula,West Bukusu,Operational,False,False,False,False,True,True,False,False
24498.0,Namgoi medicare clinic,Namgoi Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,nandi,Emgwen,Emgwen,Kapsabet,Operational,False,True,True,False,True,True,False,False
24493.0,Maisha Bora medicare,Maisha Bora medicare,13803,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,muranga,Kandara,Kandara,Kagundu-ini,Operational,False,False,False,False,True,True,False,False
24492.0,Wanda Medical Centre,Wanda Medical Centre,016868,Level 4,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,19.0,0,19,bungoma,Kabuchai,Kabuchai,Kabuchai/Chwele,Operational,True,True,True,True,True,True,False,False
24499.0,Uzuri Medical Clinic,Uzuri Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Ministry of Health,0.0,0,0,turkana,Turkana Central,Turkana Central,Kanamkemer,Operational,False,False,False,False,True,True,False,False
24491.0,Lorenziino Dispensary,Lorenziino Dispensary,015561,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Nursing Council of Kenya (Private Practice),0.0,0,0,nakuru,Kuresoi North,Kuresoi North,Kamara,Operational,False,False,False,False,True,True,False,False
24490.0,Cheruse Afya,Cheruse Afya,016044,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,nakuru,Kuresoi North,Kuresoi North,Nyota,Operational,False,True,True,False,True,True,False,False
24489.0,Stima Afya Clinic Limited,Stima Afya Clinic Limited,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,,0.0,0,0,nairobi,Westlands,Westlands,Parklands/Highridge,Operational,False,False,False,False,True,True,False,False
24500.0,Bizet Medical Clinic,Bizet Medical Clinic,016125,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,4.0,0,4,nairobi,Embakasi South,Embakasi South,Pipeline,Operational,False,True,True,True,True,True,False,False
24488.0,Radiant Group Of Hospitals Kasarani Sportsview,Radiant Group Of Hospitals Kasarani Sportsview,015779,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,100.0,0,100,nairobi,Kasarani,Kasarani,Clay City,Operational,True,True,True,True,True,True,False,False
24487.0,Global Homecare Limited Medical Centre,Global Homecare Limited Medical,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0.0,0,0,bungoma,Kabuchai,Kabuchai,West Nalondo,Operational,False,True,True,True,True,True,False,False
24486.0,Maendeleo Medical clinic,Maendeleo Medical clinic,1147,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,False,False,False,False,True,True,False,False
24485.0,St.Anne's  Mission Medical Centre,St.Anne's  Mission Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,,0.0,0,0,nairobi,Dagoretti North,Dagoretti North,Gatina,Operational,False,True,True,True,True,True,False,False
24483.0,Care And Cure Hospital,Care And Cure Hospital,015778,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,70.0,10,80,kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,True,True,True,True,True,True,False,False
24484.0,Athi Complex Galaxy Hospital,Athi Galaxy Complex Hospital,005951,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,18.0,0,18,kajiado,Kajiado East,Kajiado East,Kaputiei North,Operational,True,True,True,True,True,True,False,False
24482.0,DR S.N.Karau & Associates Clinic,Dr S N Karau & Associates Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,,0.0,0,0,nairobi,Westlands,Westlands,Parklands/Highridge,Operational,False,False,False,False,True,True,False,False
24481.0,Hope For Widows and Children Foundation(Town Clinic),Hope For Widows and Children Foundation(Town Clinic),015702,Level 2,Medical Clinic,MEDICAL CLINIC,Other Faith Based,Faith Based Organization,Kenya MPDB,0.0,0,0,kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,False,False,True,False,True,True,False,False
24615.0,Sonokwek dispensary,Sonokwek dispensary,GOK,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,bomet,Bomet Central,Bomet Central,Ndaraweta,Operational,False,False,True,False,True,True,False,False
24502.0,Bomet Medical and Diagnostic Centre,Bomet Medical and Diagnostic Centre,016090,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,2.0,0,2,bomet,Chepalungu,Chepalungu,Nyangores,Operational,True,True,True,True,True,True,False,False
24479.0,Pearl  M C,Pearl  Imaging,007174,Level 2,Radiology Clinic,STAND ALONE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,2,2,laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,False,False,False,False,True,True,False,False
24494.0,Huruma Medical Clinic - Koma,Huruma Medical Clinic - Koma,004132,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,machakos,Matungulu,Matungulu,Matungulu West,Operational,False,True,True,False,True,True,False,False
24478.0,Nashad Nursing Home,Nashad Nursing Home,,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice Lab Technician/Technologist,Private Practice,,25.0,1,26,mandera,Mandera East,Mandera East,Neboi,Operational,True,True,True,True,True,True,False,False
24611.0,Kangundo Loyalty Medical laboratory,Kangundo Loyalty Medical laboratory,F840,Level 2,Laboratory,STAND ALONE,Private Practice Lab Technician/Technologist,Private Practice,"Kenya Medical Laboratory, Tech & Technologists Board",0.0,0,0,machakos,Kangundo,Kangundo,Kangundo Central,Operational,False,False,False,False,True,True,False,False
24477.0,DIAMOND NURSING HOME LIMITED,Diamond Nursing Home Limited,015910,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,40.0,5,45,mandera,Mandera West,Mandera West,Takaba,Operational,True,True,True,True,True,True,False,False
24467.0,Muhindi Medical Clinic,Muhindi Medical Clinic,BN-RPC68ZL,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,nyandarua,Oljorook,Oljoroorok,Gatimu,Operational,False,False,False,False,True,True,False,False
24466.0,Baraka Community Med Centre,Baraka Community Med Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,,0.0,0,0,kiambu,Ruiru,Ruiru,Gitothua,Operational,False,True,True,True,True,True,False,False
24465.0,Oasis Medical Clinic-Kibwezi,Oasis Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0.0,0,0,makueni,Kibwezi West,Kibwezi West,Kikumbulyu South,Operational,False,False,True,False,True,True,False,False
24464.0,Eastend Medical Clinic,Eastend Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,meru,Tigania West,Tigania West,Kianjai,Operational,False,True,True,False,True,True,False,False
24463.0,Kogoya Medical Clinic,Kogoya Medical Clinic,1839,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Clinical Officers Council,2.0,1,3,homa bay,Kabondo Kasipul,Kabondo Kasipul,Kojwach,Operational,False,False,False,False,True,True,False,False
24462.0,Firenze Nursing Home,Firenze Nursing Home,,Level 3,Comprehensive Health Centre,HEALTH CENTRE,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,12.0,6,18,kiambu,Ruiru,Ruiru,Gitothua,Operational,True,True,True,True,True,True,False,False
24460.0,St George Medical Centre,St George Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0.0,0,0,kiambu,Ruiru,Ruiru,Mwihoko,Operational,False,False,False,False,True,True,False,False
24458.0,St. Nicola D'onofrio Health Care,St. Nicola D'onofrio Health Care,015763,Level 3,Medical Center,MEDICAL CENTER,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Clinical Officers Council,0.0,0,0,kilifi,Kilifi North,Kilifi North,Dabaso,Operational,False,False,False,False,True,True,False,False
24456.0,Primepharm medical centre,Primepharm Pharmacy and Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice- Pharmacist,Private Practice,,0.0,0,0,nyeri,Mathira,Mathira East,Karatina Town,Operational,False,False,False,False,True,True,False,False
24455.0,M H C L,MEDICYL HOSPITAL  CARE LTD,10888,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,30.0,5,35,mandera,Mandera West,Mandera West,Takaba,Operational,True,True,True,True,True,True,False,False
24469.0,ZILPHAT MEDICAL CLINIC,ZILPHAT MEDICAL CLINIC,6746,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,migori,Uriri,Uriri,South Kanyamkago,Operational,False,True,True,False,True,True,False,False
24451.0,Sabatia Eye Hospital Kisumu Clinic,Sabatia Eye Hospital Kisumu Clinic,015969,Level 3,Medical Center,MEDICAL CENTER,Other Faith Based,Faith Based Organization,Kenya MPDB,0.0,0,0,kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,False,True,True,False,True,True,False,False
24470.0,Cheldeb Medical Clinic,Cheldeb Medical Clinic,35346,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0.0,0,0,kakamega,Lurambi,Lurambi,Mahiakalo,Operational,True,True,True,False,True,True,False,False
24450.0,Frontline Medical Consultants limited,Frontline Medical Consultants limited,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Other,0.0,0,0,nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,False,False,False,False,True,True,False,False
24449.0,Dr Lang'o Medical clinic,Dr Lang'o Medical clinic,A5171,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0.0,0,0,nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,False,False,True,False,True,True,False,False
24471.0,King David Medical clinic,King David Medical clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,,0.0,0,0,bomet,Bomet Central,Bomet Central,Silibwet Township,Operational,False,False,False,False,True,True,False,False
24452.0,Golgotha Medical Centre,Golgotha Medical Centre,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0.0,0,0,machakos,Masinga,Masinga,Masinga Central,Operational,False,False,False,False,True,True,False,False
24448.0,Ntimaru Milimani Health Clinic,Ntimaru Milimani Health Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),1.0,0,1,migori,Kuria East,Kuria East,Ntimaru West,Operational,False,False,False,False,True,True,False,False
24447.0,Hunter Medical Center,Hunter Medical Center,015425,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,,0.0,0,0,embu,Runyenjes,Runyenjes,Central Ward,Operational,False,True,True,True,True,True,False,False
